,Film,Year,Body_Count,MPAA_Rating,Genre,Director,Length_Minutes,IMDB_Rating,Film_Count,Body_Count_Min
1403,The Legend of Zorro,2005,13.0,PG-13,Adventure,Martin Campbell,129,5.8,1,0.10077519379844961
1404,The Legend of Zorro,2005,13.0,PG-13,Western,Martin Campbell,129,5.8,1,0.10077519379844961
1405,The Long Kiss Goodnight,1996,68.0,R,Action,Renny Harlin,121,6.7,1,0.5619834710743802
1406,The Long Kiss Goodnight,1996,68.0,R,Crime,Renny Harlin,121,6.7,1,0.5619834710743802
1407,The Long Kiss Goodnight,1996,68.0,R,Drama,Renny Harlin,121,6.7,1,0.5619834710743802
1408,The Long Kiss Goodnight,1996,68.0,R,Mystery,Renny Harlin,121,6.7,1,0.5619834710743802
1409,The Long Kiss Goodnight,1996,68.0,R,Thriller,Renny Harlin,121,6.7,1,0.5619834710743802
1410,The Lookout,2007,7.0,R,Crime,Scott Frank,99,7.1,1,0.0707070707070707
1411,The Lookout,2007,7.0,R,Drama,Scott Frank,99,7.1,1,0.0707070707070707
1412,The Lookout,2007,7.0,R,Thriller,Scott Frank,99,7.1,1,0.0707070707070707
1413,The Lost City,2005,41.0,R,Drama,Andy Garcia,144,6.6,1,0.2847222222222222
1414,The Machine Girl,2008,25.0,Unrated,Comedy,Noboru Iguchi,96,5.9,1,0.2604166666666667
1415,The Machine Girl,2008,25.0,Unrated,Horror,Noboru Iguchi,96,5.9,1,0.2604166666666667
1416,The Machine Girl,2008,25.0,Unrated,Thriller,Noboru Iguchi,96,5.9,1,0.2604166666666667
1417,The Magnificent Seven,1960,55.0,Approved,Western,John Sturges,128,7.8,1,0.4296875
1418,The Man with the Golden Gun,1974,6.0,PG,Action,Guy Hamilton,125,6.7,1,0.048
1419,The Man with the Golden Gun,1974,6.0,PG,Adventure,Guy Hamilton,125,6.7,1,0.048
1420,The Man with the Golden Gun,1974,6.0,PG,Crime,Guy Hamilton,125,6.7,1,0.048
1421,The Man with the Golden Gun,1974,6.0,PG,Thriller,Guy Hamilton,125,6.7,1,0.048
1422,The Mask of Zorro,1998,26.0,PG-13,Action,Martin Campbell,136,6.7,1,0.19117647058823528
1423,The Mask of Zorro,1998,26.0,PG-13,Adventure,Martin Campbell,136,6.7,1,0.19117647058823528
1424,The Mask of Zorro,1998,26.0,PG-13,Comedy,Martin Campbell,136,6.7,1,0.19117647058823528
1425,The Mask of Zorro,1998,26.0,PG-13,Romance,Martin Campbell,136,6.7,1,0.19117647058823528
1426,The Mask of Zorro,1998,26.0,PG-13,Thriller,Martin Campbell,136,6.7,1,0.19117647058823528
1427,The Mask of Zorro,1998,26.0,PG-13,Western,Martin Campbell,136,6.7,1,0.19117647058823528
1428,The Matrix,1999,39.0,R,Action,Andy Wachowski|Lana Wachowski,136,8.7,1,0.2867647058823529
1429,The Matrix,1999,39.0,R,Adventure,Andy Wachowski|Lana Wachowski,136,8.7,1,0.2867647058823529
1430,The Matrix,1999,39.0,R,Sci-Fi,Andy Wachowski|Lana Wachowski,136,8.7,1,0.2867647058823529
1431,The Messenger: The Story of Joan of Arc,1999,223.0,R,Adventure,Luc Besson,148,6.3,1,1.5067567567567568
1432,The Messenger: The Story of Joan of Arc,1999,223.0,R,Biography,Luc Besson,148,6.3,1,1.5067567567567568
1433,The Messenger: The Story of Joan of Arc,1999,223.0,R,Drama,Luc Besson,148,6.3,1,1.5067567567567568
1434,The Mist,2007,46.0,R,Horror,Frank Darabont,126,7.2,1,0.36507936507936506
1435,The Mist,2007,46.0,R,Sci-Fi,Frank Darabont,126,7.2,1,0.36507936507936506
1436,The Mist,2007,46.0,R,Thriller,Frank Darabont,126,7.2,1,0.36507936507936506
1437,The Mummy,1999,155.0,PG-13,Action,Stephen Sommers,125,6.9,1,1.24
1438,The Mummy,1999,155.0,PG-13,Adventure,Stephen Sommers,125,6.9,1,1.24
1439,The Mummy,1999,155.0,PG-13,Fantasy,Stephen Sommers,125,6.9,1,1.24
1440,The Mummy Returns,2001,137.0,PG-13,Action,Stephen Sommers,130,6.3,1,1.0538461538461539
1441,The Mummy Returns,2001,137.0,PG-13,Adventure,Stephen Sommers,130,6.3,1,1.0538461538461539
1442,The Mummy Returns,2001,137.0,PG-13,Fantasy,Stephen Sommers,130,6.3,1,1.0538461538461539
1443,The Musketeer,2001,56.0,PG-13,Action,Peter Hyams,104,4.6,1,0.5384615384615384
1444,The Musketeer,2001,56.0,PG-13,Drama,Peter Hyams,104,4.6,1,0.5384615384615384
1445,The Musketeer,2001,56.0,PG-13,Adventure,Peter Hyams,104,4.6,1,0.5384615384615384
1446,The Musketeer,2001,56.0,PG-13,Romance,Peter Hyams,104,4.6,1,0.5384615384615384
1447,The New World,2005,28.0,PG-13,Biography,Terrence Malick,135,6.7,1,0.2074074074074074
1448,The New World,2005,28.0,PG-13,Drama,Terrence Malick,135,6.7,1,0.2074074074074074
1449,The New World,2005,28.0,PG-13,History,Terrence Malick,135,6.7,1,0.2074074074074074
1450,The New World,2005,28.0,PG-13,Romance,Terrence Malick,135,6.7,1,0.2074074074074074
1451,The Number 23,2007,10.0,R,Drama,Joel Schumacher,101,6.3,1,0.09900990099009901
1452,The Number 23,2007,10.0,R,Mystery,Joel Schumacher,101,6.3,1,0.09900990099009901
1453,The Number 23,2007,10.0,R,Thriller,Joel Schumacher,101,6.3,1,0.09900990099009901
1454,The Omen,2006,8.0,R,Horror,John Moore,110,5.5,1,0.07272727272727272
1455,The Omen,2006,8.0,R,Mystery,John Moore,110,5.5,1,0.07272727272727272
1456,The Omen,2006,8.0,R,Thriller,John Moore,110,5.5,1,0.07272727272727272
1457,The Outlaw Josey Wales,1976,120.0,PG,Western,Clint Eastwood,135,7.9,1,0.8888888888888888
1458,The Patriot,1998,42.0,R,Action,Dean Semler,90,3.9,1,0.4666666666666667
1459,The Patriot,1998,42.0,R,Thriller,Dean Semler,90,3.9,1,0.4666666666666667
1460,The Patriot,2000,123.0,R,Action,Roland Emmerich,165,7.0,1,0.7454545454545455
1461,The Patriot,2000,123.0,R,Drama,Roland Emmerich,165,7.0,1,0.7454545454545455
1462,The Patriot,2000,123.0,R,War,Roland Emmerich,165,7.0,1,0.7454545454545455
1463,The Phantom of the Opera,2004,3.0,PG-13,Drama,Joel Schumacher,143,7.3,1,0.02097902097902098
1464,The Phantom of the Opera,2004,3.0,PG-13,Musical,Joel Schumacher,143,7.3,1,0.02097902097902098
1465,The Phantom of the Opera,2004,3.0,PG-13,Romance,Joel Schumacher,143,7.3,1,0.02097902097902098
1466,The Pianist,2002,70.0,R,Biography,Roman Polanski,150,8.5,1,0.4666666666666667
1467,The Pianist,2002,70.0,R,Drama,Roman Polanski,150,8.5,1,0.4666666666666667
1468,The Pianist,2002,70.0,R,History,Roman Polanski,150,8.5,1,0.4666666666666667
1469,The Prestige,2006,7.0,PG-13,Drama,Christopher Nolan,130,8.5,1,0.05384615384615385
1470,The Prestige,2006,7.0,PG-13,Mystery,Christopher Nolan,130,8.5,1,0.05384615384615385
1471,The Prestige,2006,7.0,PG-13,Thriller,Christopher Nolan,130,8.5,1,0.05384615384615385
1472,The Punisher,1989,96.0,R,Action,Mark Goldblatt,89,5.5,1,1.0786516853932584
1473,The Punisher,1989,96.0,R,Crime,Mark Goldblatt,89,5.5,1,1.0786516853932584
1474,The Punisher,1989,96.0,R,Drama,Mark Goldblatt,89,5.5,1,1.0786516853932584
1475,The Punisher,2004,66.0,R,Action,Jonathan Hensleigh,124,6.4,1,0.532258064516129
1476,The Punisher,2004,66.0,R,Crime,Jonathan Hensleigh,124,6.4,1,0.532258064516129
1477,The Punisher,2004,66.0,R,Drama,Jonathan Hensleigh,124,6.4,1,0.532258064516129
1478,The Replacement Killers,1998,38.0,R,Action,Antoine Fuqua,87,6.0,1,0.4367816091954023
1479,The Replacement Killers,1998,38.0,R,Crime,Antoine Fuqua,87,6.0,1,0.4367816091954023
1480,The Replacement Killers,1998,38.0,R,Drama,Antoine Fuqua,87,6.0,1,0.4367816091954023
1481,The Replacement Killers,1998,38.0,R,Thriller,Antoine Fuqua,87,6.0,1,0.4367816091954023
1482,The Rock,1996,24.0,R,Action,Michael Bay,136,7.4,1,0.17647058823529413
1483,The Rock,1996,24.0,R,Adventure,Michael Bay,136,7.4,1,0.17647058823529413
1484,The Rock,1996,24.0,R,Thriller,Michael Bay,136,7.4,1,0.17647058823529413
1485,The Rundown,2003,46.0,PG-13,Action,Peter Berg,104,6.6,1,0.4423076923076923
1486,The Rundown,2003,46.0,PG-13,Adventure,Peter Berg,104,6.6,1,0.4423076923076923
1487,The Rundown,2003,46.0,PG-13,Comedy,Peter Berg,104,6.6,1,0.4423076923076923
1488,The Rundown,2003,46.0,PG-13,Thriller,Peter Berg,104,6.6,1,0.4423076923076923
1489,The Running Man,1987,41.0,R,Action,Paul Michael Glaser,101,6.6,1,0.40594059405940597
1490,The Running Man,1987,41.0,R,Sci-Fi,Paul Michael Glaser,101,6.6,1,0.40594059405940597
1491,The Running Man,1987,41.0,R,Thriller,Paul Michael Glaser,101,6.6,1,0.40594059405940597
1492,The Scorpion King,2002,105.0,PG-13,Action,Chuck Russell,92,5.4,1,1.141304347826087
1493,The Scorpion King,2002,105.0,PG-13,Adventure,Chuck Russell,92,5.4,1,1.141304347826087
1494,The Scorpion King,2002,105.0,PG-13,Fantasy,Chuck Russell,92,5.4,1,1.141304347826087
1495,The Scorpion King,2002,105.0,PG-13,Thriller,Chuck Russell,92,5.4,1,1.141304347826087
1496,The Shawshank Redemption,1994,4.0,R,Crime,Frank Darabont,142,9.3,1,0.028169014084507043
1497,The Shawshank Redemption,1994,4.0,R,Drama,Frank Darabont,142,9.3,1,0.028169014084507043
1498,The Signal,2007,78.0,R,Horror,David Bruckner|Jacob Gentry|Dan Bush,103,6.1,1,0.7572815533980582
1499,The Signal,2007,78.0,R,Sci-Fi,David Bruckner|Jacob Gentry|Dan Bush,103,6.1,1,0.7572815533980582
1500,The Signal,2007,78.0,R,Thriller,David Bruckner|Jacob Gentry|Dan Bush,103,6.1,1,0.7572815533980582
1501,The Silence of the Lambs,1991,8.0,R,Crime,Jonathan Demme,118,8.6,1,0.06779661016949153
1502,The Silence of the Lambs,1991,8.0,R,Drama,Jonathan Demme,118,8.6,1,0.06779661016949153
1503,The Silence of the Lambs,1991,8.0,R,Thriller,Jonathan Demme,118,8.6,1,0.06779661016949153
1504,The Spy Who Loved Me,1977,73.0,PG,Action,Lewis Gilbert,125,7.0,1,0.584
1505,The Spy Who Loved Me,1977,73.0,PG,Adventure,Lewis Gilbert,125,7.0,1,0.584
1506,The Spy Who Loved Me,1977,73.0,PG,Crime,Lewis Gilbert,125,7.0,1,0.584
1507,The Spy Who Loved Me,1977,73.0,PG,Thriller,Lewis Gilbert,125,7.0,1,0.584
1508,The Sword of Doom,1966,119.0,Unrated,Action,Kihachi Okamoto,119,8.0,1,1.0
1509,The Sword of Doom,1966,119.0,Unrated,Drama,Kihachi Okamoto,119,8.0,1,1.0
1510,The Thin Red Line,1998,167.0,R,Drama,Terrence Malick,170,7.6,1,0.9823529411764705
1511,The Thin Red Line,1998,167.0,R,War,Terrence Malick,170,7.6,1,0.9823529411764705
1512,The Thing,1982,21.0,R,Horror,John Carpenter,109,8.2,1,0.1926605504587156
1513,The Thing,1982,21.0,R,Mystery,John Carpenter,109,8.2,1,0.1926605504587156
1514,The Thing,1982,21.0,R,Sci-Fi,John Carpenter,109,8.2,1,0.1926605504587156
1515,The Thing,1982,21.0,R,Thriller,John Carpenter,109,8.2,1,0.1926605504587156
1516,The Third Man,1949,4.0,Approved,Film-Noir,Carol Reed,104,8.4,1,0.038461538461538464
1517,The Third Man,1949,4.0,Approved,Mystery,Carol Reed,104,8.4,1,0.038461538461538464
1518,The Third Man,1949,4.0,Approved,Thriller,Carol Reed,104,8.4,1,0.038461538461538464
1519,The Transporter,2002,8.0,PG-13,Action,Corey Yuen,92,6.8,1,0.08695652173913043
1520,The Transporter,2002,8.0,PG-13,Crime,Corey Yuen,92,6.8,1,0.08695652173913043
1521,The Transporter,2002,8.0,PG-13,Thriller,Corey Yuen,92,6.8,1,0.08695652173913043
1522,The Tripper,2006,56.0,R,Horror,David Arquette,93,5.1,1,0.6021505376344086
1523,The Usual Suspects,1995,39.0,R,Crime,Bryan Singer,106,8.7,1,0.36792452830188677
1524,The Usual Suspects,1995,39.0,R,Mystery,Bryan Singer,106,8.7,1,0.36792452830188677
1525,The Usual Suspects,1995,39.0,R,Thriller,Bryan Singer,106,8.7,1,0.36792452830188677
1526,The Way of the Gun,2000,18.0,R,Action,Christopher McQuarrie,119,6.7,1,0.15126050420168066
1527,The Way of the Gun,2000,18.0,R,Crime,Christopher McQuarrie,119,6.7,1,0.15126050420168066
1528,The Way of the Gun,2000,18.0,R,Drama,Christopher McQuarrie,119,6.7,1,0.15126050420168066
1529,The Way of the Gun,2000,18.0,R,Thriller,Christopher McQuarrie,119,6.7,1,0.15126050420168066
1530,The Wild Bunch,1969,145.0,R,Western,Sam Peckinpah,145,8.0,1,1.0
1531,The Yakuza,1974,31.0,R,Action,Sydney Pollack,123,7.3,1,0.25203252032520324
1532,The Yakuza,1974,31.0,R,Crime,Sydney Pollack,123,7.3,1,0.25203252032520324
1533,The Yakuza,1974,31.0,R,Drama,Sydney Pollack,123,7.3,1,0.25203252032520324
1534,The Yakuza,1974,31.0,R,Thriller,Sydney Pollack,123,7.3,1,0.25203252032520324
1535,The Yards,2000,2.0,R,Crime,James Gray,115,6.4,1,0.017391304347826087
1536,The Yards,2000,2.0,R,Drama,James Gray,115,6.4,1,0.017391304347826087
1537,The Yards,2000,2.0,R,Romance,James Gray,115,6.4,1,0.017391304347826087
1538,The Yards,2000,2.0,R,Thriller,James Gray,115,6.4,1,0.017391304347826087
1539,There Will Be Blood,2007,4.0,R,Drama,Paul Thomas Anderson,158,8.1,1,0.02531645569620253
1540,Things to Do in Denver When You're Dead,1995,15.0,R,Crime,Gary Fleder,115,6.8,1,0.13043478260869565
1541,Things to Do in Denver When You're Dead,1995,15.0,R,Drama,Gary Fleder,115,6.8,1,0.13043478260869565
1542,Three the Hard Way,1974,128.0,R,Action,Gordon Parks Jr.,89,6.4,1,1.4382022471910112
1543,Three the Hard Way,1974,128.0,R,Thriller,Gordon Parks Jr.,89,6.4,1,1.4382022471910112
1544,Thunderball,1965,47.0,Approved,Action,Terence Young,130,7.0,1,0.36153846153846153
1545,Thunderball,1965,47.0,Approved,Adventure,Terence Young,130,7.0,1,0.36153846153846153
1546,Thunderball,1965,47.0,Approved,Crime,Terence Young,130,7.0,1,0.36153846153846153
1547,Thunderball,1965,47.0,Approved,Thriller,Terence Young,130,7.0,1,0.36153846153846153
1548,Timeline,2003,65.0,PG-13,Action,Richard Donner,116,5.5,1,0.5603448275862069
1549,Timeline,2003,65.0,PG-13,Adventure,Richard Donner,116,5.5,1,0.5603448275862069
1550,Timeline,2003,65.0,PG-13,Sci-Fi,Richard Donner,116,5.5,1,0.5603448275862069
1551,Titanic,1997,307.0,PG-13,Drama,James Cameron,194,7.6,1,1.5824742268041236
1552,Titanic,1997,307.0,PG-13,Romance,James Cameron,194,7.6,1,1.5824742268041236
1553,To Die For,1995,2.0,R,Comedy,Gus Van Sant,106,6.7,1,0.018867924528301886
1554,To Die For,1995,2.0,R,Crime,Gus Van Sant,106,6.7,1,0.018867924528301886
1555,To Die For,1995,2.0,R,Drama,Gus Van Sant,106,6.7,1,0.018867924528301886
1556,Tombstone,1993,55.0,R,Action,George P. Cosmatos|Kevin Jarre,130,7.8,1,0.4230769230769231
1557,Tombstone,1993,55.0,R,Drama,George P. Cosmatos|Kevin Jarre,130,7.8,1,0.4230769230769231
1558,Tombstone,1993,55.0,R,History,George P. Cosmatos|Kevin Jarre,130,7.8,1,0.4230769230769231
1559,Tombstone,1993,55.0,R,Romance,George P. Cosmatos|Kevin Jarre,130,7.8,1,0.4230769230769231
1560,Tombstone,1993,55.0,R,Western,George P. Cosmatos|Kevin Jarre,130,7.8,1,0.4230769230769231
1561,Tomorrow Never Dies,1997,55.0,PG-13,Action,Roger Spottiswoode,119,6.4,1,0.46218487394957986
1562,Tomorrow Never Dies,1997,55.0,PG-13,Adventure,Roger Spottiswoode,119,6.4,1,0.46218487394957986
1563,Tomorrow Never Dies,1997,55.0,PG-13,Crime,Roger Spottiswoode,119,6.4,1,0.46218487394957986
1564,Total Recall,1990,77.0,R,Action,Paul Verhoeven,113,7.5,1,0.6814159292035398
1565,Total Recall,1990,77.0,R,Adventure,Paul Verhoeven,113,7.5,1,0.6814159292035398
1566,Total Recall,1990,77.0,R,Sci-Fi,Paul Verhoeven,113,7.5,1,0.6814159292035398
1567,Transformers,2007,103.0,PG-13,Action,Michael Bay,144,7.1,1,0.7152777777777778
1568,Transformers,2007,103.0,PG-13,Adventure,Michael Bay,144,7.1,1,0.7152777777777778
1569,Transformers,2007,103.0,PG-13,Sci-Fi,Michael Bay,144,7.1,1,0.7152777777777778
1570,Transformers: The Movie,1986,47.0,PG,Animation,Nelson Shin,84,7.2,1,0.5595238095238095
1571,Transformers: The Movie,1986,47.0,PG,Action,Nelson Shin,84,7.2,1,0.5595238095238095
1572,Transformers: The Movie,1986,47.0,PG,Adventure,Nelson Shin,84,7.2,1,0.5595238095238095
1573,Transformers: The Movie,1986,47.0,PG,Family,Nelson Shin,84,7.2,1,0.5595238095238095
1574,Transformers: The Movie,1986,47.0,PG,Sci-Fi,Nelson Shin,84,7.2,1,0.5595238095238095
1575,Transporter 2,2005,11.0,PG-13,Action,Louis Leterrier,87,6.2,1,0.12643678160919541
1576,Transporter 2,2005,11.0,PG-13,Crime,Louis Leterrier,87,6.2,1,0.12643678160919541
1577,Transporter 2,2005,11.0,PG-13,Thriller,Louis Leterrier,87,6.2,1,0.12643678160919541
1578,Troy,2004,572.0,R,Adventure,Wolfgang Petersen,163,7.1,1,3.5092024539877302
1579,Troy,2004,572.0,R,Drama,Wolfgang Petersen,163,7.1,1,3.5092024539877302
1580,True Lies,1994,71.0,R,Action,James Cameron,141,7.2,1,0.5035460992907801
1581,True Lies,1994,71.0,R,Thriller,James Cameron,141,7.2,1,0.5035460992907801
1582,True Romance,1993,21.0,R,Crime,Tony Scott,120,7.9,1,0.175
1583,True Romance,1993,21.0,R,Thriller,Tony Scott,120,7.9,1,0.175
1584,Two Mules for Sister Sara,1970,107.0,M,Adventure,Don Siegel,116,7.0,1,0.9224137931034483
1585,Two Mules for Sister Sara,1970,107.0,M,Comedy,Don Siegel,116,7.0,1,0.9224137931034483
1586,Two Mules for Sister Sara,1970,107.0,M,War,Don Siegel,116,7.0,1,0.9224137931034483
1587,UHF,1989,36.0,PG-13,Comedy,Jay Levey,97,6.9,1,0.3711340206185567
1588,Unbreakable,2000,4.0,PG-13,Drama,M. Night Shyamalan,106,7.2,1,0.03773584905660377
1589,Unbreakable,2000,4.0,PG-13,Mystery,M. Night Shyamalan,106,7.2,1,0.03773584905660377
1590,Unbreakable,2000,4.0,PG-13,Sci-Fi,M. Night Shyamalan,106,7.2,1,0.03773584905660377
1591,Unbreakable,2000,4.0,PG-13,Thriller,M. Night Shyamalan,106,7.2,1,0.03773584905660377
1592,Under Siege,1992,65.0,R,Action,Andrew Davis,103,6.4,1,0.6310679611650486
1593,Under Siege,1992,65.0,R,Thriller,Andrew Davis,103,6.4,1,0.6310679611650486
1594,Under Siege 2,1995,47.0,R,Action,Geoff Murphy,100,5.3,1,0.47
1595,Under Siege 2,1995,47.0,R,Thriller,Geoff Murphy,100,5.3,1,0.47
1596,Underworld,2003,58.0,R,Action,Len Wiseman,121,6.9,1,0.4793388429752066
1597,Underworld,2003,58.0,R,Fantasy,Len Wiseman,121,6.9,1,0.4793388429752066
1598,Underworld,2003,58.0,R,Thriller,Len Wiseman,121,6.9,1,0.4793388429752066
1599,Underworld: Evolution,2006,75.0,R,Action,Len Wiseman,106,6.7,1,0.7075471698113207
1600,Underworld: Evolution,2006,75.0,R,Fantasy,Len Wiseman,106,6.7,1,0.7075471698113207
1601,Underworld: Evolution,2006,75.0,R,Sci-Fi,Len Wiseman,106,6.7,1,0.7075471698113207
1602,Underworld: Evolution,2006,75.0,R,Thriller,Len Wiseman,106,6.7,1,0.7075471698113207
1603,Universal Soldier,1992,47.0,R,Action,Roland Emmerich,102,5.9,1,0.46078431372549017
1604,Universal Soldier,1992,47.0,R,Drama,Roland Emmerich,102,5.9,1,0.46078431372549017
1605,Universal Soldier,1992,47.0,R,Sci-Fi,Roland Emmerich,102,5.9,1,0.46078431372549017
1606,Van Helsing,2004,65.0,PG-13,Action,Stephen Sommers,131,5.8,1,0.4961832061068702
1607,Van Helsing,2004,65.0,PG-13,Adventure,Stephen Sommers,131,5.8,1,0.4961832061068702
1608,Van Helsing,2004,65.0,PG-13,Fantasy,Stephen Sommers,131,5.8,1,0.4961832061068702
1609,Waist Deep,2006,6.0,R,Action,Vondie Curtis-Hall,97,5.8,1,0.061855670103092786
1610,Waist Deep,2006,6.0,R,Crime,Vondie Curtis-Hall,97,5.8,1,0.061855670103092786
1611,Waist Deep,2006,6.0,R,Drama,Vondie Curtis-Hall,97,5.8,1,0.061855670103092786
1612,Waist Deep,2006,6.0,R,Thriller,Vondie Curtis-Hall,97,5.8,1,0.061855670103092786
1613,Walk Hard: The Dewey Cox Story,2007,5.0,R,Comedy,Jake Kasdan,96,6.7,1,0.052083333333333336
1614,Walk Hard: The Dewey Cox Story,2007,5.0,R,Drama,Jake Kasdan,96,6.7,1,0.052083333333333336
1615,Walk Hard: The Dewey Cox Story,2007,5.0,R,Music,Jake Kasdan,96,6.7,1,0.052083333333333336
1616,Walking Tall,2004,6.0,PG-13,Action,Kevin Bray,86,6.1,1,0.06976744186046512
1617,Walking Tall,2004,6.0,PG-13,Crime,Kevin Bray,86,6.1,1,0.06976744186046512
1618,Wanted,2008,57.0,R,Action,Timur Bekmambetov,110,6.7,1,0.5181818181818182
1619,Wanted,2008,57.0,R,Crime,Timur Bekmambetov,110,6.7,1,0.5181818181818182
1620,Wanted,2008,57.0,R,Thriller,Timur Bekmambetov,110,6.7,1,0.5181818181818182
1621,War,2007,97.0,R,Action,Philip G. Atwell,103,6.2,1,0.941747572815534
1622,War,2007,97.0,R,Crime,Philip G. Atwell,103,6.2,1,0.941747572815534
1623,War,2007,97.0,R,Thriller,Philip G. Atwell,103,6.2,1,0.941747572815534
1624,War of the Worlds,2005,52.0,PG-13,Documentary,Steven Spielberg,116,6.5,1,0.4482758620689655
1625,War of the Worlds,2005,52.0,PG-13,History,Steven Spielberg,116,6.5,1,0.4482758620689655
1626,"War, Inc.",2008,73.0,R,Action,Joshua Seftel,107,5.6,1,0.6822429906542056
1627,"War, Inc.",2008,73.0,R,Comedy,Joshua Seftel,107,5.6,1,0.6822429906542056
1628,"War, Inc.",2008,73.0,R,Thriller,Joshua Seftel,107,5.6,1,0.6822429906542056
1629,Warriors of the Wasteland ,1983,89.0,R,Action,Enzo G. Castellari,91,4.4,1,0.978021978021978
1630,Warriors of the Wasteland ,1983,89.0,R,Sci-Fi,Enzo G. Castellari,91,4.4,1,0.978021978021978
1631,Warriors of the Wasteland ,1983,89.0,R,Thriller,Enzo G. Castellari,91,4.4,1,0.978021978021978
1632,Wasabi,2001,22.0,R,Action,Gerard Krawczyk,94,6.5,1,0.23404255319148937
1633,Wasabi,2001,22.0,R,Drama,Gerard Krawczyk,94,6.5,1,0.23404255319148937
1634,Wasabi,2001,22.0,R,Comedy,Gerard Krawczyk,94,6.5,1,0.23404255319148937
1635,Wasabi,2001,22.0,R,Crime,Gerard Krawczyk,94,6.5,1,0.23404255319148937
1636,Wasabi,2001,22.0,R,Thriller,Gerard Krawczyk,94,6.5,1,0.23404255319148937
1637,Watchmen,2009,77.0,R,Action,Zack Snyder,162,7.6,1,0.47530864197530864
1638,Watchmen,2009,77.0,R,Drama,Zack Snyder,162,7.6,1,0.47530864197530864
1639,Watchmen,2009,77.0,R,Mystery,Zack Snyder,162,7.6,1,0.47530864197530864
1640,Waterloo,1970,210.0,G,Action,Sergey Bondarchuk,123,7.2,1,1.7073170731707317
1641,Waterloo,1970,210.0,G,Drama,Sergey Bondarchuk,123,7.2,1,1.7073170731707317
1642,Waterloo,1970,210.0,G,History,Sergey Bondarchuk,123,7.2,1,1.7073170731707317
1643,Waterworld,1995,67.0,PG-13,Action,Kevin Reynolds,135,6.0,1,0.4962962962962963
1644,Waterworld,1995,67.0,PG-13,Adventure,Kevin Reynolds,135,6.0,1,0.4962962962962963
1645,Waterworld,1995,67.0,PG-13,Sci-Fi,Kevin Reynolds,135,6.0,1,0.4962962962962963
1646,We Were Soldiers,2002,305.0,R,Action,Randall Wallace,138,7.0,1,2.210144927536232
1647,We Were Soldiers,2002,305.0,R,Drama,Randall Wallace,138,7.0,1,2.210144927536232
1648,We Were Soldiers,2002,305.0,R,History,Randall Wallace,138,7.0,1,2.210144927536232
1649,We Were Soldiers,2002,305.0,R,War,Randall Wallace,138,7.0,1,2.210144927536232
1650,Where Eagles Dare,1968,100.0,M,Action,Brian G. Hutton,158,7.6,1,0.6329113924050633
1651,Where Eagles Dare,1968,100.0,M,Adventure,Brian G. Hutton,158,7.6,1,0.6329113924050633
1652,Where Eagles Dare,1968,100.0,M,War,Brian G. Hutton,158,7.6,1,0.6329113924050633
1653,Wild Wild West,1999,95.0,PG-13,Action,Barry Sonnenfield,106,4.7,1,0.8962264150943396
1654,Wild Wild West,1999,95.0,PG-13,Western,Barry Sonnenfield,106,4.7,1,0.8962264150943396
1655,Wild Wild West,1999,95.0,PG-13,Comedy,Barry Sonnenfield,106,4.7,1,0.8962264150943396
1656,Windtalkers,2002,389.0,R,Action,John Woo,134,5.9,1,2.9029850746268657
1657,Windtalkers,2002,389.0,R,Drama,John Woo,134,5.9,1,2.9029850746268657
1658,Windtalkers,2002,389.0,R,War,John Woo,134,5.9,1,2.9029850746268657
1659,Yojimbo,1961,61.0,Unrated,Action,Akira Kurosawa,110,8.4,1,0.5545454545454546
1660,Yojimbo,1961,61.0,Unrated,Adventure,Akira Kurosawa,110,8.4,1,0.5545454545454546
1661,You Kill Me,2007,10.0,R,Comedy,John Dahl,93,6.5,1,0.10752688172043011
1662,You Kill Me,2007,10.0,R,Crime,John Dahl,93,6.5,1,0.10752688172043011
1663,You Kill Me,2007,10.0,R,Romance,John Dahl,93,6.5,1,0.10752688172043011
1664,You Kill Me,2007,10.0,R,Thriller,John Dahl,93,6.5,1,0.10752688172043011
1665,You Only Live Twice,1967,91.0,Approved,Action,Lewis Gilbert,117,6.9,1,0.7777777777777778
1666,You Only Live Twice,1967,91.0,Approved,Adventure,Lewis Gilbert,117,6.9,1,0.7777777777777778
1667,You Only Live Twice,1967,91.0,Approved,Crime,Lewis Gilbert,117,6.9,1,0.7777777777777778
1668,You Only Live Twice,1967,91.0,Approved,Thriller,Lewis Gilbert,117,6.9,1,0.7777777777777778
1669,Zatoichi,2003,81.0,R,Action,Takeshi Kitano,116,7.6,1,0.6982758620689655
1670,Zatoichi,2003,81.0,R,Comedy,Takeshi Kitano,116,7.6,1,0.6982758620689655
1671,Zatoichi,2003,81.0,R,Crime,Takeshi Kitano,116,7.6,1,0.6982758620689655
1672,Zodiac,2007,3.0,R,Crime,David Fincher,157,7.7,1,0.01910828025477707
1673,Zodiac,2007,3.0,R,Drama,David Fincher,157,7.7,1,0.01910828025477707
1674,Zodiac,2007,3.0,R,Mystery,David Fincher,157,7.7,1,0.01910828025477707
1675,Zodiac,2007,3.0,R,Thriller,David Fincher,157,7.7,1,0.01910828025477707
1676,Zombieland,2009,109.0,R,Comedy,Ruben Fleischer,88,7.7,1,1.2386363636363635
1677,Zombieland,2009,109.0,R,Horror,Ruben Fleischer,88,7.7,1,1.2386363636363635
