,Film,Year,Body_Count,MPAA_Rating,Genre,Director,Length_Minutes,IMDB_Rating,Film_Count,Body_Count_Min
1136,Star Wars III: Revenge of the Sith,2005,115.0,PG-13,Adventure,George Lucas,140,7.7,1,0.8214285714285714
1137,Star Wars III: Revenge of the Sith,2005,115.0,PG-13,Fantasy,George Lucas,140,7.7,1,0.8214285714285714
1138,Star Wars III: Revenge of the Sith,2005,115.0,PG-13,Sci-Fi,George Lucas,140,7.7,1,0.8214285714285714
1139,Star Wars IV: A New Hope,1977,75.0,PG,Action,George Lucas,121,8.7,1,0.6198347107438017
1140,Star Wars IV: A New Hope,1977,75.0,PG,Adventure,George Lucas,121,8.7,1,0.6198347107438017
1141,Star Wars IV: A New Hope,1977,75.0,PG,Fantasy,George Lucas,121,8.7,1,0.6198347107438017
1142,Star Wars IV: A New Hope,1977,75.0,PG,Sci-Fi,George Lucas,121,8.7,1,0.6198347107438017
1143,Star Wars V: Empire Strikes Back,1980,30.0,PG,Action,Irvin Kershner,124,8.8,1,0.24193548387096775
1144,Star Wars V: Empire Strikes Back,1980,30.0,PG,Adventure,Irvin Kershner,124,8.8,1,0.24193548387096775
1145,Star Wars V: Empire Strikes Back,1980,30.0,PG,Sci-Fi,Irvin Kershner,124,8.8,1,0.24193548387096775
1146,Star Wars VI: Return of the Jedi,1983,69.0,PG,Action,Richard Marquand,134,8.4,1,0.5149253731343284
1147,Star Wars VI: Return of the Jedi,1983,69.0,PG,Adventure,Richard Marquand,134,8.4,1,0.5149253731343284
1148,Star Wars VI: Return of the Jedi,1983,69.0,PG,Fantasy,Richard Marquand,134,8.4,1,0.5149253731343284
1149,Star Wars VI: Return of the Jedi,1983,69.0,PG,Sci-Fi,Richard Marquand,134,8.4,1,0.5149253731343284
1150,Stardust,2007,22.0,PG-13,Adventure,Matthew Vaughn,127,7.7,1,0.1732283464566929
1151,Stardust,2007,22.0,PG-13,Family,Matthew Vaughn,127,7.7,1,0.1732283464566929
1152,Stardust,2007,22.0,PG-13,Fantasy,Matthew Vaughn,127,7.7,1,0.1732283464566929
1153,Stardust,2007,22.0,PG-13,Romance,Matthew Vaughn,127,7.7,1,0.1732283464566929
1154,Stargate,1994,51.0,PG-13,Action,Roland Emmerich,121,6.9,1,0.4214876033057851
1155,Stargate,1994,51.0,PG-13,Adventure,Roland Emmerich,121,6.9,1,0.4214876033057851
1156,Stargate,1994,51.0,PG-13,Sci-Fi,Roland Emmerich,121,6.9,1,0.4214876033057851
1157,Starship Troopers,1997,256.0,R,Action,Paul Verhoeven,129,7.1,1,1.9844961240310077
1158,Starship Troopers,1997,256.0,R,Sci-Fi,Paul Verhoeven,129,7.1,1,1.9844961240310077
1159,Starship Troopers 3: Marauder,2008,171.0,R,Action,Edward Neumeier,105,4.4,1,1.6285714285714286
1160,Starship Troopers 3: Marauder,2008,171.0,R,Adventure,Edward Neumeier,105,4.4,1,1.6285714285714286
1161,Starship Troopers 3: Marauder,2008,171.0,R,Sci-Fi,Edward Neumeier,105,4.4,1,1.6285714285714286
1162,Stone Cold,1991,45.0,R,Action,Craig R. Baxley,92,5.6,1,0.4891304347826087
1163,Stone Cold,1991,45.0,R,Crime,Craig R. Baxley,92,5.6,1,0.4891304347826087
1164,Stone Cold,1991,45.0,R,Drama,Craig R. Baxley,92,5.6,1,0.4891304347826087
1165,Strange Days,1995,12.0,R,Crime,Kathryn Bigelow,145,7.1,1,0.08275862068965517
1166,Strange Days,1995,12.0,R,Drama,Kathryn Bigelow,145,7.1,1,0.08275862068965517
1167,Strange Days,1995,12.0,R,Mystery,Kathryn Bigelow,145,7.1,1,0.08275862068965517
1168,Strange Days,1995,12.0,R,Sci-Fi,Kathryn Bigelow,145,7.1,1,0.08275862068965517
1169,Strange Days,1995,12.0,R,Thriller,Kathryn Bigelow,145,7.1,1,0.08275862068965517
1170,Strange Wilderness,2008,15.0,R,Comedy,Fred Wolf,87,5.2,1,0.1724137931034483
1171,Summer of Sam,1999,10.0,R,Crime,Spike Lee,142,6.6,1,0.07042253521126761
1172,Summer of Sam,1999,10.0,R,Drama,Spike Lee,142,6.6,1,0.07042253521126761
1173,Summer of Sam,1999,10.0,R,Romance,Spike Lee,142,6.6,1,0.07042253521126761
1174,Summer of Sam,1999,10.0,R,Thriller,Spike Lee,142,6.6,1,0.07042253521126761
1175,Sunshine,2007,15.0,R,Adventure,Danny Boyle,107,7.3,1,0.14018691588785046
1176,Sunshine,2007,15.0,R,Sci-Fi,Danny Boyle,107,7.3,1,0.14018691588785046
1177,Sunshine,2007,15.0,R,Thriller,Danny Boyle,107,7.3,1,0.14018691588785046
1178,Super Mario Bros.,1993,8.0,PG,Adventure,Annabel Jankel|Rocky Morton,104,3.9,1,0.07692307692307693
1179,Super Mario Bros.,1993,8.0,PG,Comedy,Annabel Jankel|Rocky Morton,104,3.9,1,0.07692307692307693
1180,Super Mario Bros.,1993,8.0,PG,Family,Annabel Jankel|Rocky Morton,104,3.9,1,0.07692307692307693
1181,Super Mario Bros.,1993,8.0,PG,Fantasy,Annabel Jankel|Rocky Morton,104,3.9,1,0.07692307692307693
1182,Super Mario Bros.,1993,8.0,PG,Sci-Fi,Annabel Jankel|Rocky Morton,104,3.9,1,0.07692307692307693
1183,Superman Returns,2006,10.0,PG-13,Action,Bryan Singer,154,6.2,1,0.06493506493506493
1184,Superman Returns,2006,10.0,PG-13,Adventure,Bryan Singer,154,6.2,1,0.06493506493506493
1185,Superman Returns,2006,10.0,PG-13,Fantasy,Bryan Singer,154,6.2,1,0.06493506493506493
1186,Superman Returns,2006,10.0,PG-13,Sci-Fi,Bryan Singer,154,6.2,1,0.06493506493506493
1187,Sweeney Todd: The Demon Barber of Fleet Street,2007,12.0,R,Drama,Tim Burton,116,7.5,1,0.10344827586206896
1188,Sweeney Todd: The Demon Barber of Fleet Street,2007,12.0,R,Horror,Tim Burton,116,7.5,1,0.10344827586206896
1189,Sweeney Todd: The Demon Barber of Fleet Street,2007,12.0,R,Musical,Tim Burton,116,7.5,1,0.10344827586206896
1190,Sweeney Todd: The Demon Barber of Fleet Street,2007,12.0,R,Thriller,Tim Burton,116,7.5,1,0.10344827586206896
1191,Sweepers,1998,74.0,R,Action,Keoni Waxman,96,3.4,1,0.7708333333333334
1192,Sweepers,1998,74.0,R,Adventure,Keoni Waxman,96,3.4,1,0.7708333333333334
1193,Sweepers,1998,74.0,R,Drama,Keoni Waxman,96,3.4,1,0.7708333333333334
1194,Swordfish,2001,41.0,R,Action,Dominic Sena,99,6.4,1,0.41414141414141414
1195,Swordfish,2001,41.0,R,Crime,Dominic Sena,99,6.4,1,0.41414141414141414
1196,Swordfish,2001,41.0,R,Thriller,Dominic Sena,99,6.4,1,0.41414141414141414
1197,Syriana,2005,11.0,R,Drama,Stephen Gaghan,128,7.0,1,0.0859375
1198,Syriana,2005,11.0,R,Thriller,Stephen Gaghan,128,7.0,1,0.0859375
1199,TMNT,2007,206.0,PG,Animation,Kevin Munroe,87,6.3,1,2.367816091954023
1200,TMNT,2007,206.0,PG,Action,Kevin Munroe,87,6.3,1,2.367816091954023
1201,TMNT,2007,206.0,PG,Adventure,Kevin Munroe,87,6.3,1,2.367816091954023
1202,Tae Guk Gi: The Brotherhood of War,2004,590.0,R,Action,Je-kyu Kang,140,8.1,1,4.214285714285714
1203,Tae Guk Gi: The Brotherhood of War,2004,590.0,R,Drama,Je-kyu Kang,140,8.1,1,4.214285714285714
1204,Tae Guk Gi: The Brotherhood of War,2004,590.0,R,War,Je-kyu Kang,140,8.1,1,4.214285714285714
1205,Take a Hard Ride,1975,65.0,PG,Western,Antonio Margheriti,103,5.8,1,0.6310679611650486
1206,Taken,2008,35.0,PG-13,Action,Pierre Morel,93,7.9,1,0.3763440860215054
1207,Taken,2008,35.0,PG-13,Crime,Pierre Morel,93,7.9,1,0.3763440860215054
1208,Taken,2008,35.0,PG-13,Thriller,Pierre Morel,93,7.9,1,0.3763440860215054
1209,Tango & Cash,1989,20.0,R,Action,Andrey Konchalovskiy|Albert Magnoli,104,6.2,1,0.19230769230769232
1210,Tango & Cash,1989,20.0,R,Comedy,Andrey Konchalovskiy|Albert Magnoli,104,6.2,1,0.19230769230769232
1211,Tango & Cash,1989,20.0,R,Crime,Andrey Konchalovskiy|Albert Magnoli,104,6.2,1,0.19230769230769232
1212,Tango & Cash,1989,20.0,R,Thriller,Andrey Konchalovskiy|Albert Magnoli,104,6.2,1,0.19230769230769232
1213,Taxi Driver,1976,4.0,R,Crime,Martin Scorsese,113,8.4,1,0.035398230088495575
1214,Taxi Driver,1976,4.0,R,Drama,Martin Scorsese,113,8.4,1,0.035398230088495575
1215,Team America: World Police,2004,79.0,R,Action,Trey Parker,98,7.2,1,0.8061224489795918
1216,Team America: World Police,2004,79.0,R,Adventure,Trey Parker,98,7.2,1,0.8061224489795918
1217,Team America: World Police,2004,79.0,R,Comedy,Trey Parker,98,7.2,1,0.8061224489795918
1218,Team America: World Police,2004,79.0,R,Music,Trey Parker,98,7.2,1,0.8061224489795918
1219,Tears of the Sun,2003,83.0,R,Action,Antoine Fuqua,121,6.5,1,0.6859504132231405
1220,Tears of the Sun,2003,83.0,R,Drama,Antoine Fuqua,121,6.5,1,0.6859504132231405
1221,Tears of the Sun,2003,83.0,R,Thriller,Antoine Fuqua,121,6.5,1,0.6859504132231405
1222,Terminator,1984,34.0,R,Action,James Cameron,107,8.1,1,0.3177570093457944
1223,Terminator,1984,34.0,R,Sci-Fi,James Cameron,107,8.1,1,0.3177570093457944
1224,Terminator 2: Judgment Day,1991,23.0,R,Action,James Cameron,137,8.5,1,0.1678832116788321
1225,Terminator 2: Judgment Day,1991,23.0,R,Sci-Fi,James Cameron,137,8.5,1,0.1678832116788321
1226,Terminator 2: Judgment Day,1991,23.0,R,Thriller,James Cameron,137,8.5,1,0.1678832116788321
1227,Terminator 3: Rise of the Machines,2003,14.0,R,Action,Jonathan Mostow,109,6.4,1,0.12844036697247707
1228,Terminator 3: Rise of the Machines,2003,14.0,R,Sci-Fi,Jonathan Mostow,109,6.4,1,0.12844036697247707
1229,Terminator 3: Rise of the Machines,2003,14.0,R,Thriller,Jonathan Mostow,109,6.4,1,0.12844036697247707
1230,Texas Rangers,2001,84.0,PG-13,Action,Steve Miner,90,5.1,1,0.9333333333333333
1231,Texas Rangers,2001,84.0,PG-13,Adventure,Steve Miner,90,5.1,1,0.9333333333333333
1232,Texas Rangers,2001,84.0,PG-13,Drama,Steve Miner,90,5.1,1,0.9333333333333333
1233,The 13th Warrior,1999,61.0,R,Action,John McTiernan,102,6.5,1,0.5980392156862745
1234,The 13th Warrior,1999,61.0,R,Adventure,John McTiernan,102,6.5,1,0.5980392156862745
1235,The 13th Warrior,1999,61.0,R,Fantasy,John McTiernan,102,6.5,1,0.5980392156862745
1236,The Abominable Dr. Phibes,1971,10.0,GP,Fantasy,Robert Fuest,94,7.1,1,0.10638297872340426
1237,The Abominable Dr. Phibes,1971,10.0,GP,Horror,Robert Fuest,94,7.1,1,0.10638297872340426
1238,The Adventures of Ford Fairlane,1990,7.0,R,Action,Renny Harlin,104,6.0,1,0.0673076923076923
1239,The Adventures of Ford Fairlane,1990,7.0,R,Adventure,Renny Harlin,104,6.0,1,0.0673076923076923
1240,The Adventures of Ford Fairlane,1990,7.0,R,Comedy,Renny Harlin,104,6.0,1,0.0673076923076923
1241,The Adventures of Ford Fairlane,1990,7.0,R,Music,Renny Harlin,104,6.0,1,0.0673076923076923
1242,The Alamo,2004,249.0,PG-13,Drama,John Lee Hancock,137,5.9,1,1.8175182481751824
1243,The Alamo,2004,249.0,PG-13,History,John Lee Hancock,137,5.9,1,1.8175182481751824
1244,The Alamo,2004,249.0,PG-13,War,John Lee Hancock,137,5.9,1,1.8175182481751824
1245,The Bank Job,2008,4.0,R,Crime,Roger Donaldson,111,7.3,1,0.036036036036036036
1246,The Bank Job,2008,4.0,R,Drama,Roger Donaldson,111,7.3,1,0.036036036036036036
1247,The Bank Job,2008,4.0,R,Thriller,Roger Donaldson,111,7.3,1,0.036036036036036036
1248,The Big Hit,1998,38.0,R,Action,Kirk Wong,91,6.0,1,0.4175824175824176
1249,The Big Hit,1998,38.0,R,Comedy,Kirk Wong,91,6.0,1,0.4175824175824176
1250,The Big Hit,1998,38.0,R,Crime,Kirk Wong,91,6.0,1,0.4175824175824176
1251,The Big Hit,1998,38.0,R,Thriller,Kirk Wong,91,6.0,1,0.4175824175824176
1252,The Big Red One,1980,338.0,R,Action,Samuel Fuller,113,7.3,1,2.9911504424778763
1253,The Big Red One,1980,338.0,R,Drama,Samuel Fuller,113,7.3,1,2.9911504424778763
1254,The Big Red One,1980,338.0,R,War,Samuel Fuller,113,7.3,1,2.9911504424778763
1255,The Black Dahlia,2006,13.0,R,Crime,Brian De Palma,121,5.6,1,0.10743801652892562
1256,The Black Dahlia,2006,13.0,R,Drama,Brian De Palma,121,5.6,1,0.10743801652892562
1257,The Black Dahlia,2006,13.0,R,Mystery,Brian De Palma,121,5.6,1,0.10743801652892562
1258,The Black Dahlia,2006,13.0,R,Thriller,Brian De Palma,121,5.6,1,0.10743801652892562
1259,The Boondock Saints,1999,33.0,R,Action,Troy Duffy,108,7.8,1,0.3055555555555556
1260,The Boondock Saints,1999,33.0,R,Crime,Troy Duffy,108,7.8,1,0.3055555555555556
1261,The Boondock Saints,1999,33.0,R,Thriller,Troy Duffy,108,7.8,1,0.3055555555555556
1262,The Bourne Identity,2002,8.0,PG-13,Action,Doug Liman,119,7.9,1,0.06722689075630252
1263,The Bourne Identity,2002,8.0,PG-13,Mystery,Doug Liman,119,7.9,1,0.06722689075630252
1264,The Bourne Identity,2002,8.0,PG-13,Thriller,Doug Liman,119,7.9,1,0.06722689075630252
1265,The Bourne Supremacy,2004,9.0,PG-13,Action,Paul Greengrass,108,7.7,1,0.08333333333333333
1266,The Bourne Supremacy,2004,9.0,PG-13,Crime,Paul Greengrass,108,7.7,1,0.08333333333333333
1267,The Bourne Supremacy,2004,9.0,PG-13,Thriller,Paul Greengrass,108,7.7,1,0.08333333333333333
1268,The Bourne Ultimatum,2007,5.0,PG-13,Action,Paul Greengrass,115,8.1,1,0.043478260869565216
1269,The Bourne Ultimatum,2007,5.0,PG-13,Crime,Paul Greengrass,115,8.1,1,0.043478260869565216
1270,The Bourne Ultimatum,2007,5.0,PG-13,Thriller,Paul Greengrass,115,8.1,1,0.043478260869565216
1271,The Chronicles of Narnia: Prince Caspian,2008,170.0,PG,Action,Andrew Adamson,150,6.6,1,1.1333333333333333
1272,The Chronicles of Narnia: Prince Caspian,2008,170.0,PG,Adventure,Andrew Adamson,150,6.6,1,1.1333333333333333
1273,The Chronicles of Narnia: Prince Caspian,2008,170.0,PG,Family,Andrew Adamson,150,6.6,1,1.1333333333333333
1274,The Chronicles of Riddick,2004,187.0,Unrated,Action,David Twohy,119,6.6,1,1.5714285714285714
1275,The Chronicles of Riddick,2004,187.0,Unrated,Adventure,David Twohy,119,6.6,1,1.5714285714285714
1276,The Chronicles of Riddick,2004,187.0,Unrated,Sci-Fi,David Twohy,119,6.6,1,1.5714285714285714
1277,The Chronicles of Riddick,2004,187.0,Unrated,Thriller,David Twohy,119,6.6,1,1.5714285714285714
1278,The Constant Gardener,2005,18.0,R,Drama,Fernando Meirelles,129,7.5,1,0.13953488372093023
1279,The Constant Gardener,2005,18.0,R,Mystery,Fernando Meirelles,129,7.5,1,0.13953488372093023
1280,The Constant Gardener,2005,18.0,R,Thriller,Fernando Meirelles,129,7.5,1,0.13953488372093023
1281,The Corruptor,1999,37.0,R,Action,James Foley,110,5.9,1,0.33636363636363636
1282,The Corruptor,1999,37.0,R,Crime,James Foley,110,5.9,1,0.33636363636363636
1283,The Corruptor,1999,37.0,R,Drama,James Foley,110,5.9,1,0.33636363636363636
1284,The Corruptor,1999,37.0,R,Mystery,James Foley,110,5.9,1,0.33636363636363636
1285,The Corruptor,1999,37.0,R,Thriller,James Foley,110,5.9,1,0.33636363636363636
1286,The Count of Monte Cristo,2002,5.0,PG-13,Action,Kevin Reynolds,131,7.7,1,0.03816793893129771
1287,The Count of Monte Cristo,2002,5.0,PG-13,Adventure,Kevin Reynolds,131,7.7,1,0.03816793893129771
1288,The Count of Monte Cristo,2002,5.0,PG-13,Drama,Kevin Reynolds,131,7.7,1,0.03816793893129771
1289,The Count of Monte Cristo,2002,5.0,PG-13,History,Kevin Reynolds,131,7.7,1,0.03816793893129771
1290,The Count of Monte Cristo,2002,5.0,PG-13,Romance,Kevin Reynolds,131,7.7,1,0.03816793893129771
1291,The Count of Monte Cristo,2002,5.0,PG-13,Thriller,Kevin Reynolds,131,7.7,1,0.03816793893129771
1292,The Crow,1994,35.0,R,Action,Alex Proyas,102,7.6,1,0.3431372549019608
1293,The Crow,1994,35.0,R,Fantasy,Alex Proyas,102,7.6,1,0.3431372549019608
1294,The Crucible,1996,12.0,PG-13,Drama,Nicholas Hytner,124,6.8,1,0.0967741935483871
1295,The Crucible,1996,12.0,PG-13,History,Nicholas Hytner,124,6.8,1,0.0967741935483871
1296,The Dark Knight,2008,36.0,PG-13,Action,Christopher Nolan,152,9.0,1,0.23684210526315788
1297,The Dark Knight,2008,36.0,PG-13,Crime,Christopher Nolan,152,9.0,1,0.23684210526315788
1298,The Dark Knight,2008,36.0,PG-13,Drama,Christopher Nolan,152,9.0,1,0.23684210526315788
1299,The Dark Knight,2008,36.0,PG-13,Thriller,Christopher Nolan,152,9.0,1,0.23684210526315788
1300,The Day After Tomorrow,2004,130.0,PG-13,Action,Roland Emmerich,124,6.3,1,1.0483870967741935
1301,The Day After Tomorrow,2004,130.0,PG-13,Adventure,Roland Emmerich,124,6.3,1,1.0483870967741935
1302,The Day After Tomorrow,2004,130.0,PG-13,Sci-Fi,Roland Emmerich,124,6.3,1,1.0483870967741935
1303,The Departed,2006,21.0,R,Crime,Martin Scorsese,151,8.5,1,0.1390728476821192
1304,The Departed,2006,21.0,R,Drama,Martin Scorsese,151,8.5,1,0.1390728476821192
1305,The Departed,2006,21.0,R,Thriller,Martin Scorsese,151,8.5,1,0.1390728476821192
1306,The Devil's Rejects,2005,30.0,Unrated,Horror,Rob Zombie,107,6.8,1,0.2803738317757009
1307,The Evil Dead III:,1993,107.0,R,Comedy,Sam Raimi,81,7.6,1,1.3209876543209877
1308,The Evil Dead III:,1993,107.0,R,Fantasy,Sam Raimi,81,7.6,1,1.3209876543209877
1309,The Evil Dead III:,1993,107.0,R,Horror,Sam Raimi,81,7.6,1,1.3209876543209877
1310,The Evil Dead III: Army of Darkness,1993,107.0,R,Comedy,Sam Raimi,81,7.6,1,1.3209876543209877
1311,The Evil Dead III: Army of Darkness,1993,107.0,R,Fantasy,Sam Raimi,81,7.6,1,1.3209876543209877
1312,The Evil Dead III: Army of Darkness,1993,107.0,R,Horror,Sam Raimi,81,7.6,1,1.3209876543209877
1313,The Expendables,2010,203.0,R,Action,Sylvester Stallone,103,6.5,1,1.970873786407767
1314,The Expendables,2010,203.0,R,Adventure,Sylvester Stallone,103,6.5,1,1.970873786407767
1315,The Expendables,2010,203.0,R,Thriller,Sylvester Stallone,103,6.5,1,1.970873786407767
1316,The Fifth Element,1997,80.0,PG-13,Action,Luc Besson,126,7.6,1,0.6349206349206349
1317,The Fifth Element,1997,80.0,PG-13,Adventure,Luc Besson,126,7.6,1,0.6349206349206349
1318,The Fifth Element,1997,80.0,PG-13,Sci-Fi,Luc Besson,126,7.6,1,0.6349206349206349
1319,The Fly 2,1989,8.0,R,Horror,Chris Walas,105,4.8,1,0.0761904761904762
1320,The Fly 2,1989,8.0,R,Sci-Fi,Chris Walas,105,4.8,1,0.0761904761904762
1321,The Fog,1980,6.0,R,Horror,John Carpenter,89,6.8,1,0.06741573033707865
1322,The French Connection,1971,12.0,R,Action,William Friedkin,104,7.8,1,0.11538461538461539
1323,The French Connection,1971,12.0,R,Crime,William Friedkin,104,7.8,1,0.11538461538461539
1324,The French Connection,1971,12.0,R,Thriller,William Friedkin,104,7.8,1,0.11538461538461539
1325,The Fugitive,1993,5.0,PG-13,Action,Andrew Davis,130,7.8,1,0.038461538461538464
1326,The Fugitive,1993,5.0,PG-13,Adventure,Andrew Davis,130,7.8,1,0.038461538461538464
1327,The Fugitive,1993,5.0,PG-13,Crime,Andrew Davis,130,7.8,1,0.038461538461538464
1328,The Fugitive,1993,5.0,PG-13,Mystery,Andrew Davis,130,7.8,1,0.038461538461538464
1329,The Fugitive,1993,5.0,PG-13,Thriller,Andrew Davis,130,7.8,1,0.038461538461538464
1330,The Good Shepherd,2006,5.0,R,Drama,Robert De Niro,167,6.7,1,0.029940119760479042
1331,The Good Shepherd,2006,5.0,R,History,Robert De Niro,167,6.7,1,0.029940119760479042
1332,The Good Shepherd,2006,5.0,R,Thriller,Robert De Niro,167,6.7,1,0.029940119760479042
1333,"The Good, the Bad and the Ugly",1966,126.0,Approved,Crime,Sergio Leone,161,9.0,1,0.782608695652174
1334,"The Good, the Bad and the Ugly",1966,126.0,Approved,Drama,Sergio Leone,161,9.0,1,0.782608695652174
1335,"The Good, the Bad and the Ugly",1966,126.0,Approved,Mystery,Sergio Leone,161,9.0,1,0.782608695652174
1336,The Great Raid,2005,103.0,R,Action,John Dahl,132,6.7,1,0.7803030303030303
1337,The Great Raid,2005,103.0,R,Drama,John Dahl,132,6.7,1,0.7803030303030303
1338,The Great Raid,2005,103.0,R,War,John Dahl,132,6.7,1,0.7803030303030303
1339,The Great Silence,1968,42.0,Unrated,Western,Sergio Corbucci,105,7.8,1,0.4
1340,The Guardian,2006,11.0,PG-13,Action,Andrew Davis,139,6.7,1,0.07913669064748201
1341,The Guardian,2006,11.0,PG-13,Adventure,Andrew Davis,139,6.7,1,0.07913669064748201
1342,The Guardian,2006,11.0,PG-13,Drama,Andrew Davis,139,6.7,1,0.07913669064748201
1343,The Hunt for Red October,1990,7.0,PG,Action,John McTiernan,134,7.6,1,0.05223880597014925
1344,The Hunt for Red October,1990,7.0,PG,Adventure,John McTiernan,134,7.6,1,0.05223880597014925
1345,The Hunt for Red October,1990,7.0,PG,Thriller,John McTiernan,134,7.6,1,0.05223880597014925
1346,The Hunted,1995,83.0,R,Action,J.F. Lawton,111,5.8,1,0.7477477477477478
1347,The Hunted,1995,83.0,R,Drama,J.F. Lawton,111,5.8,1,0.7477477477477478
1348,The Hunted,1995,83.0,R,Thriller,J.F. Lawton,111,5.8,1,0.7477477477477478
1349,The Hunted,2003,74.0,R,Action,William Friedkin,94,5.9,1,0.7872340425531915
1350,The Hunted,2003,74.0,R,Crime,William Friedkin,94,5.9,1,0.7872340425531915
1351,The Hunted,2003,74.0,R,Drama,William Friedkin,94,5.9,1,0.7872340425531915
1352,The Incredible Hulk,2008,41.0,PG-13,Action,Louis Leterrier,112,6.9,1,0.36607142857142855
1353,The Incredible Hulk,2008,41.0,PG-13,Sci-Fi,Louis Leterrier,112,6.9,1,0.36607142857142855
1354,The Incredible Hulk,2008,41.0,PG-13,Thriller,Louis Leterrier,112,6.9,1,0.36607142857142855
1355,The Incredibles,2004,16.0,PG,Animation,Brad Bird,115,8.0,1,0.1391304347826087
1356,The Incredibles,2004,16.0,PG,Action,Brad Bird,115,8.0,1,0.1391304347826087
1357,The Incredibles,2004,16.0,PG,Adventure,Brad Bird,115,8.0,1,0.1391304347826087
1358,The Incredibles,2004,16.0,PG,Family,Brad Bird,115,8.0,1,0.1391304347826087
1359,The International,2009,18.0,R,Action,Tom Tykwer,118,6.5,1,0.15254237288135594
1360,The International,2009,18.0,R,Crime,Tom Tykwer,118,6.5,1,0.15254237288135594
1361,The International,2009,18.0,R,Drama,Tom Tykwer,118,6.5,1,0.15254237288135594
1362,The International,2009,18.0,R,Mystery,Tom Tykwer,118,6.5,1,0.15254237288135594
1363,The International,2009,18.0,R,Thriller,Tom Tykwer,118,6.5,1,0.15254237288135594
1364,The Island,2005,12.0,PG-13,Action,Michael Bay,136,6.8,1,0.08823529411764706
1365,The Island,2005,12.0,PG-13,Adventure,Michael Bay,136,6.8,1,0.08823529411764706
1366,The Island,2005,12.0,PG-13,Sci-Fi,Michael Bay,136,6.8,1,0.08823529411764706
1367,The Island,2005,12.0,PG-13,Thriller,Michael Bay,136,6.8,1,0.08823529411764706
1368,The Jackal,1997,11.0,R,Action,Michael Caton-Jones,124,6.2,1,0.08870967741935484
1369,The Jackal,1997,11.0,R,Adventure,Michael Caton-Jones,124,6.2,1,0.08870967741935484
1370,The Jackal,1997,11.0,R,Crime,Michael Caton-Jones,124,6.2,1,0.08870967741935484
1371,The Jackal,1997,11.0,R,Thriller,Michael Caton-Jones,124,6.2,1,0.08870967741935484
1372,The Killer,1989,149.0,R,Action,John Woo,111,7.9,1,1.3423423423423424
1373,The Killer,1989,149.0,R,Crime,John Woo,111,7.9,1,1.3423423423423424
1374,The Killer,1989,149.0,R,Thriller,John Woo,111,7.9,1,1.3423423423423424
1375,The Ladykillers,2004,5.0,R,Comedy,Ethan Coen|Joel Coen,104,6.1,1,0.04807692307692308
1376,The Ladykillers,2004,5.0,R,Crime,Ethan Coen|Joel Coen,104,6.1,1,0.04807692307692308
1377,The Ladykillers,2004,5.0,R,Thriller,Ethan Coen|Joel Coen,104,6.1,1,0.04807692307692308
1378,The Last Boy Scout,1991,26.0,R,Action,Tony Scott,105,6.9,1,0.24761904761904763
1379,The Last Boy Scout,1991,26.0,R,Comedy,Tony Scott,105,6.9,1,0.24761904761904763
1380,The Last Boy Scout,1991,26.0,R,Crime,Tony Scott,105,6.9,1,0.24761904761904763
1381,The Last Boy Scout,1991,26.0,R,Mystery,Tony Scott,105,6.9,1,0.24761904761904763
1382,The Last Boy Scout,1991,26.0,R,Thriller,Tony Scott,105,6.9,1,0.24761904761904763
1383,The Last House on the Left,2009,6.0,R,Crime,Dennis Iliadis,110,6.6,1,0.05454545454545454
1384,The Last House on the Left,2009,6.0,R,Drama,Dennis Iliadis,110,6.6,1,0.05454545454545454
1385,The Last House on the Left,2009,6.0,R,Thriller,Dennis Iliadis,110,6.6,1,0.05454545454545454
1386,The Last Samurai,2003,558.0,R,Action,Edward Zwick,154,7.7,1,3.6233766233766236
1387,The Last Samurai,2003,558.0,R,Drama,Edward Zwick,154,7.7,1,3.6233766233766236
1388,The Last Samurai,2003,558.0,R,History,Edward Zwick,154,7.7,1,3.6233766233766236
1389,The Last Samurai,2003,558.0,R,War,Edward Zwick,154,7.7,1,3.6233766233766236
1390,The Last of the Mohicans,1992,172.0,PG-13,Action,Michael Mann,112,7.8,1,1.5357142857142858
1391,The Last of the Mohicans,1992,172.0,PG-13,Adventure,Michael Mann,112,7.8,1,1.5357142857142858
1392,The Last of the Mohicans,1992,172.0,PG-13,Drama,Michael Mann,112,7.8,1,1.5357142857142858
1393,The Last of the Mohicans,1992,172.0,PG-13,History,Michael Mann,112,7.8,1,1.5357142857142858
1394,The Last of the Mohicans,1992,172.0,PG-13,Romance,Michael Mann,112,7.8,1,1.5357142857142858
1395,The Last of the Mohicans,1992,172.0,PG-13,War,Michael Mann,112,7.8,1,1.5357142857142858
1396,The Legend,1993,98.0,R,Action,Corey Yuen,100,7.2,1,0.98
1397,The Legend,1993,98.0,R,Comedy,Corey Yuen,100,7.2,1,0.98
1398,The Legend,1993,98.0,R,History,Corey Yuen,100,7.2,1,0.98
1399,The Legend II,1993,97.0,R,Action,Corey Yuen,95,7.0,1,1.0210526315789474
1400,The Legend II,1993,97.0,R,Adventure,Corey Yuen,95,7.0,1,1.0210526315789474
1401,The Legend II,1993,97.0,R,Comedy,Corey Yuen,95,7.0,1,1.0210526315789474
1402,The Legend of Zorro,2005,13.0,PG-13,Action,Martin Campbell,129,5.8,1,0.10077519379844961
